time,value
2025-06-19T16:39:20.001880485Z,236
2025-06-19T16:39:21.138420849Z,235
2025-06-19T16:39:23.384589366Z,220
2025-06-19T16:39:24.516582415Z,235
2025-06-19T16:39:26.765738482Z,220
2025-06-19T16:39:27.900612697Z,235
2025-06-19T16:39:30.151242815Z,220
2025-06-19T16:39:31.286832446Z,235
2025-06-19T16:39:33.558135535Z,220
2025-06-19T16:39:34.676411949Z,252
2025-06-19T16:39:35.824256383Z,235
2025-06-19T16:39:36.949619616Z,236
2025-06-19T16:39:38.089282257Z,235
2025-06-19T16:39:39.206686666Z,239
2025-06-19T16:39:40.341865643Z,235
2025-06-19T16:39:42.584667307Z,220
2025-06-19T16:39:43.715479379Z,235
2025-06-19T16:39:45.966637043Z,220
2025-06-19T16:39:47.097271417Z,235
2025-06-19T16:39:49.350085913Z,220
2025-06-19T16:39:50.477754675Z,235
2025-06-19T16:39:52.731623983Z,220
2025-06-19T16:39:53.862492477Z,235
2025-06-19T16:39:56.119368654Z,220
2025-06-19T16:39:57.254036607Z,234
2025-06-19T16:39:59.511032265Z,220
2025-06-19T16:40:00.628749631Z,234
2025-06-19T16:40:02.888600261Z,235
2025-06-19T16:40:05.136819329Z,224
2025-06-19T16:40:06.267188896Z,234
2025-06-19T16:40:08.530115655Z,219
2025-06-19T16:40:09.655251975Z,234
2025-06-19T16:40:10.784109561Z,235
2025-06-19T16:40:13.028952843Z,220
2025-06-19T16:40:14.16350899Z,235
2025-06-19T16:40:15.308143367Z,234
2025-06-19T16:40:16.425985875Z,235
2025-06-19T16:40:17.56327637Z,234
2025-06-19T16:40:18.690563702Z,235
2025-06-19T16:40:20.955465683Z,220
2025-06-19T16:40:22.074449042Z,235
2025-06-19T16:40:24.328291773Z,220
2025-06-19T16:40:25.460973747Z,235
2025-06-19T16:40:26.591247522Z,236
2025-06-19T16:40:27.725774716Z,204
2025-06-19T16:40:28.909721878Z,154
2025-06-19T16:40:30.085491849Z,68
2025-06-19T16:40:31.269044828Z,167
2025-06-19T16:40:32.449731451Z,227
2025-06-19T16:40:33.588680584Z,218
2025-06-19T16:40:34.72374998Z,215
2025-06-19T16:40:35.871663384Z,227
2025-06-19T16:40:36.987881822Z,224
2025-06-19T16:40:38.127031226Z,201
2025-06-19T16:40:39.256904521Z,195
2025-06-19T16:40:40.383007601Z,189
2025-06-19T16:40:42.635729777Z,169
2025-06-19T16:40:43.76694772Z,179
2025-06-19T16:40:44.898123478Z,178
2025-06-19T16:40:46.037053141Z,177
2025-06-19T16:40:47.313442523Z,176
2025-06-19T16:40:48.302817022Z,186
2025-06-19T16:40:49.438785258Z,174
2025-06-19T16:40:51.680173537Z,173
2025-06-19T16:40:52.815292937Z,172
2025-06-19T16:40:55.061024616Z,171
2025-06-19T16:40:57.308752779Z,156
2025-06-19T16:40:58.445425361Z,171
2025-06-19T16:40:59.576373156Z,170
2025-06-19T16:41:01.825097302Z,155
2025-06-19T16:41:02.963142509Z,169
2025-06-19T16:41:04.10922232Z,168
2025-06-19T16:41:05.233839473Z,169
2025-06-19T16:41:06.374336573Z,167
2025-06-19T16:41:07.50778135Z,168
2025-06-19T16:41:08.632140469Z,167
2025-06-19T16:41:10.877415049Z,152
2025-06-19T16:41:12.01154918Z,166
2025-06-19T16:41:14.265556014Z,155
2025-06-19T16:41:15.400753589Z,166
2025-06-19T16:41:16.530295095Z,165
2025-06-19T16:41:18.781854601Z,153
2025-06-19T16:41:19.911036992Z,163
2025-06-19T16:41:22.160081395Z,150
2025-06-19T16:41:23.29147018Z,164
2025-06-19T16:41:24.42362455Z,162
2025-06-19T16:41:25.557359743Z,161
2025-06-19T16:41:27.803364903Z,146
2025-06-19T16:41:28.939300576Z,159
2025-06-19T16:41:31.185790256Z,145
2025-06-19T16:41:32.320933758Z,158
2025-06-19T16:41:34.57954257Z,157
2025-06-19T16:41:36.826108486Z,143
2025-06-19T16:41:37.958342332Z,156
2025-06-19T16:41:39.09174521Z,155
2025-06-19T16:41:40.226405013Z,154
2025-06-19T16:41:42.472245398Z,139
2025-06-19T16:41:43.606453861Z,153
2025-06-19T16:41:44.736077149Z,152
2025-06-19T16:41:45.878166722Z,151
2025-06-19T16:41:47.00581042Z,149
2025-06-19T16:41:49.269281532Z,134
2025-06-19T16:41:50.386555052Z,147
2025-06-19T16:41:51.601796631Z,146
2025-06-19T16:41:52.655224679Z,144
2025-06-19T16:41:54.901352744Z,132
2025-06-19T16:41:56.037104271Z,141
2025-06-19T16:41:57.18829627Z,140
2025-06-19T16:41:58.3067939Z,141
2025-06-19T16:41:59.440312971Z,145
2025-06-19T16:42:00.568572626Z,144
2025-06-19T16:42:01.701570013Z,139
2025-06-19T16:42:02.836375439Z,143
2025-06-19T16:42:04.020501957Z,145
2025-06-19T16:42:05.113982618Z,138
2025-06-19T16:42:06.243332101Z,136
2025-06-19T16:42:07.375722691Z,133
2025-06-19T16:42:08.510563865Z,128
2025-06-19T16:42:10.758525967Z,114
2025-06-19T16:42:11.892432703Z,121
2025-06-19T16:42:13.024141633Z,123
2025-06-19T16:42:14.158084184Z,122
2025-06-19T16:42:15.289545957Z,119
2025-06-19T16:42:16.431158345Z,117
2025-06-19T16:42:17.565782834Z,112
2025-06-19T16:42:18.688723167Z,114
2025-06-19T16:42:20.939298837Z,102
2025-06-19T16:42:22.072255444Z,113
2025-06-19T16:42:24.319537151Z,103
2025-06-19T16:42:25.456670493Z,114
2025-06-19T16:42:26.586351308Z,112
2025-06-19T16:42:27.720107644Z,110
2025-06-19T16:42:28.854224266Z,112
2025-06-19T16:42:29.990633143Z,113
2025-06-19T16:42:31.118733201Z,114
2025-06-19T16:42:32.263383039Z,110
2025-06-19T16:42:33.384834095Z,107
2025-06-19T16:42:34.524795053Z,108
2025-06-19T16:42:35.707350571Z,23
2025-06-19T16:42:36.839194841Z,-2
2025-06-19T16:42:37.972363851Z,-41
2025-06-19T16:42:39.101959413Z,1
2025-06-19T16:42:40.243226309Z,33
2025-06-19T16:42:41.446150126Z,202
2025-06-19T16:42:42.550230957Z,224
2025-06-19T16:42:43.68696903Z,213
2025-06-19T16:42:44.806567774Z,212
2025-06-19T16:42:47.062775145Z,196
2025-06-19T16:42:48.192989823Z,216
2025-06-19T16:42:49.32726185Z,210
2025-06-19T16:42:50.455907767Z,219
2025-06-19T16:42:52.711025371Z,218
2025-06-19T16:42:53.839705212Z,254
2025-06-19T16:42:54.970602894Z,247
2025-06-19T16:42:56.104002955Z,244
2025-06-19T16:42:57.23716571Z,242
2025-06-19T16:42:58.370167916Z,284
2025-06-19T16:42:59.500890401Z,286
2025-06-19T16:43:00.638179925Z,280
2025-06-19T16:43:02.884368562Z,266
2025-06-19T16:43:04.015974881Z,292
2025-06-19T16:43:05.152996959Z,298
2025-06-19T16:43:06.36992441Z,301
2025-06-19T16:43:07.428147007Z,298
2025-06-19T16:43:08.57042082Z,261
2025-06-19T16:43:09.695730164Z,266
2025-06-19T16:43:10.825777648Z,264
2025-06-19T16:43:13.077218961Z,254
2025-06-19T16:43:14.211906686Z,265
2025-06-19T16:43:15.3423223Z,266
2025-06-19T16:43:16.474480803Z,268
2025-06-19T16:43:17.610455044Z,270
2025-06-19T16:43:18.741173697Z,265
2025-06-19T16:43:19.873608807Z,274
2025-06-19T16:43:21.008295375Z,265
2025-06-19T16:43:22.139747258Z,268
2025-06-19T16:43:23.277909092Z,265
2025-06-19T16:43:24.413299211Z,262
2025-06-19T16:43:25.540163583Z,247
2025-06-19T16:43:26.681586224Z,250
2025-06-19T16:43:27.811590884Z,253
2025-06-19T16:43:28.941506642Z,254
2025-06-19T16:43:30.072425235Z,253
2025-06-19T16:43:31.205001685Z,250
2025-06-19T16:43:32.340663555Z,249
2025-06-19T16:43:33.473696519Z,247
2025-06-19T16:43:34.612357713Z,245
2025-06-19T16:43:35.743100484Z,244
2025-06-19T16:43:36.887245264Z,237
2025-06-19T16:43:38.016989606Z,234
2025-06-19T16:43:40.268603633Z,219
2025-06-19T16:43:41.400752031Z,221
2025-06-19T16:43:42.53377162Z,199
2025-06-19T16:43:43.675568706Z,216
2025-06-19T16:43:44.801383483Z,220
2025-06-19T16:43:45.931864805Z,222
2025-06-19T16:43:47.069066132Z,214
2025-06-19T16:43:48.200293649Z,202
2025-06-19T16:43:49.332176958Z,196
2025-06-19T16:43:50.460026249Z,204
2025-06-19T16:43:51.595086575Z,208
2025-06-19T16:43:52.728145472Z,211
2025-06-19T16:43:53.861398627Z,213
2025-06-19T16:43:54.990477624Z,215
2025-06-19T16:43:56.124713056Z,216
2025-06-19T16:43:57.257021322Z,217
2025-06-19T16:43:58.390445475Z,218
2025-06-19T16:44:00.640825843Z,204
2025-06-19T16:44:01.769260074Z,220
2025-06-19T16:44:04.018562703Z,206
2025-06-19T16:44:05.151791654Z,220
2025-06-19T16:44:06.317469631Z,221
2025-06-19T16:44:08.546493971Z,210
2025-06-19T16:44:09.677072132Z,221
2025-06-19T16:44:11.926586139Z,207
2025-06-19T16:44:13.05607825Z,221
2025-06-19T16:44:14.195509167Z,222
2025-06-19T16:44:16.442560402Z,207
2025-06-19T16:44:17.574427554Z,222
2025-06-19T16:44:19.825388592Z,211
2025-06-19T16:44:20.9580774Z,222
2025-06-19T16:44:23.204286506Z,210
2025-06-19T16:44:24.340108366Z,222
2025-06-19T16:44:26.593048262Z,208
2025-06-19T16:44:27.74157641Z,222
2025-06-19T16:44:29.970827176Z,207
2025-06-19T16:44:31.102969729Z,222
2025-06-19T16:44:33.352003598Z,208
2025-06-19T16:44:34.490238784Z,222
2025-06-19T16:44:36.736136827Z,207
2025-06-19T16:44:37.875361332Z,222
2025-06-19T16:44:40.126389768Z,207
2025-06-19T16:44:41.258389546Z,222
2025-06-19T16:44:43.50464451Z,208
2025-06-19T16:44:44.638491522Z,222
2025-06-19T16:44:46.887394634Z,207
2025-06-19T16:44:48.024118573Z,225
2025-06-19T16:44:49.153596698Z,223
2025-06-19T16:44:50.284661482Z,222
2025-06-19T16:44:52.535073611Z,207
2025-06-19T16:44:53.67067949Z,222
2025-06-19T16:44:55.916862869Z,207
2025-06-19T16:44:57.050248581Z,222
2025-06-19T16:44:58.184359542Z,221
2025-06-19T16:44:59.318980165Z,222
2025-06-19T16:45:00.455667694Z,221
2025-06-19T16:45:02.695913704Z,207
2025-06-19T16:45:03.828828072Z,221
2025-06-19T16:45:06.076090434Z,207
2025-06-19T16:45:07.214065492Z,221
2025-06-19T16:45:09.469276936Z,207
2025-06-19T16:45:10.605647499Z,221
2025-06-19T16:45:12.851585303Z,210
2025-06-19T16:45:14.032405082Z,221
2025-06-19T16:45:16.233122482Z,206
2025-06-19T16:45:17.366465155Z,221
2025-06-19T16:45:18.498673107Z,220
2025-06-19T16:45:20.745968834Z,210
2025-06-19T16:45:21.87849115Z,221
2025-06-19T16:45:24.133115251Z,206
2025-06-19T16:45:25.273525216Z,221
2025-06-19T16:45:26.402130631Z,227
2025-06-19T16:45:27.530283821Z,221
2025-06-19T16:45:28.661513051Z,220
2025-06-19T16:45:30.912152153Z,205
2025-06-19T16:45:32.042679802Z,220
2025-06-19T16:45:34.717180035Z,205
2025-06-19T16:45:35.425650632Z,219
2025-06-19T16:45:37.691694826Z,205
2025-06-19T16:45:38.823549281Z,230
2025-06-19T16:45:39.951897347Z,219
2025-06-19T16:45:42.201250605Z,205
2025-06-19T16:45:43.336485969Z,219
2025-06-19T16:45:44.468803208Z,220
2025-06-19T16:45:45.608890992Z,219
2025-06-19T16:45:47.852676129Z,204
2025-06-19T16:45:48.983002741Z,218
2025-06-19T16:45:51.241631837Z,203
2025-06-19T16:45:52.374117821Z,219
2025-06-19T16:45:54.632410975Z,203
2025-06-19T16:45:55.774228784Z,217
2025-06-19T16:45:56.883091202Z,218
2025-06-19T16:45:58.02654665Z,217
2025-06-19T16:46:00.272727631Z,202
2025-06-19T16:46:01.411042799Z,218
2025-06-19T16:46:02.537401519Z,216
2025-06-19T16:46:04.785962548Z,201
2025-06-19T16:46:05.980398149Z,216
2025-06-19T16:46:08.165819496Z,205
2025-06-19T16:46:09.307838261Z,216
2025-06-19T16:46:10.453595756Z,215
2025-06-19T16:46:12.692455365Z,200
2025-06-19T16:46:13.822718078Z,214
2025-06-19T16:46:16.077261874Z,199
2025-06-19T16:46:17.211486267Z,213
2025-06-19T16:46:19.456682389Z,198
2025-06-19T16:46:20.590410647Z,213
2025-06-19T16:46:21.718499698Z,212
2025-06-19T16:46:23.971423792Z,197
2025-06-19T16:46:25.10099397Z,213
2025-06-19T16:46:26.233905897Z,211
2025-06-19T16:46:28.487201775Z,197
2025-06-19T16:46:29.614703491Z,211
2025-06-19T16:46:31.863360672Z,196
2025-06-19T16:46:32.999703385Z,211
2025-06-19T16:46:34.129603803Z,210
2025-06-19T16:46:36.380594293Z,196
2025-06-19T16:46:37.516530094Z,210
2025-06-19T16:46:39.776527477Z,209
2025-06-19T16:46:41.00954613Z,211
2025-06-19T16:46:42.048709434Z,221
2025-06-19T16:46:43.171652254Z,210
2025-06-19T16:46:45.422281737Z,199
2025-06-19T16:46:46.553248736Z,210
2025-06-19T16:46:47.695736365Z,209
2025-06-19T16:46:48.821544224Z,210
2025-06-19T16:46:49.956451174Z,209
2025-06-19T16:46:52.220319957Z,197
2025-06-19T16:46:53.336459311Z,209
2025-06-19T16:46:55.58428717Z,195
2025-06-19T16:46:56.717433493Z,209
2025-06-19T16:46:58.966151944Z,195
2025-06-19T16:47:00.099160889Z,209
2025-06-19T16:47:02.349618294Z,194
2025-06-19T16:47:03.48398216Z,209
2025-06-19T16:47:05.731328663Z,194
2025-06-19T16:47:06.863239883Z,209
2025-06-19T16:47:07.996891612Z,208
2025-06-19T16:47:11.369251154Z,194
2025-06-19T16:47:12.502013376Z,208
2025-06-19T16:47:14.750527127Z,194
2025-06-19T16:47:15.881821378Z,208
2025-06-19T16:47:18.131459617Z,193
2025-06-19T16:47:19.267208988Z,208
2025-06-19T16:47:22.628415306Z,193
2025-06-19T16:47:23.759486557Z,207
2025-06-19T16:47:26.061481543Z,193
2025-06-19T16:47:27.197129608Z,207
2025-06-19T16:47:29.45811972Z,193
2025-06-19T16:47:30.577763806Z,208
2025-06-19T16:47:31.701990283Z,207
2025-06-19T16:47:33.959344974Z,193
2025-06-19T16:47:35.095914209Z,207
2025-06-19T16:47:37.352571579Z,192
2025-06-19T16:47:39.630258159Z,207
2025-06-19T16:47:41.863425009Z,192
2025-06-19T16:47:42.986611076Z,207
2025-06-19T16:47:45.237273631Z,192
2025-06-19T16:47:46.316715678Z,207
2025-06-19T16:47:47.448923147Z,206
2025-06-19T16:47:49.704667767Z,192
2025-06-19T16:47:50.830662379Z,208
2025-06-19T16:47:52.020498648Z,207
2025-06-19T16:47:53.162470508Z,206
2025-06-19T16:47:55.400527236Z,192
2025-06-19T16:47:56.478050309Z,206
2025-06-19T16:47:58.788538482Z,192
2025-06-19T16:47:59.866387632Z,206
2025-06-19T16:48:02.107013687Z,192
2025-06-19T16:48:03.239831569Z,206
2025-06-19T16:48:04.370937509Z,207
2025-06-19T16:48:05.506251878Z,206
2025-06-19T16:48:06.641794239Z,205
2025-06-19T16:48:07.772034436Z,206
2025-06-19T16:48:10.021950384Z,191
2025-06-19T16:48:11.160640237Z,206
2025-06-19T16:48:13.413548202Z,191
2025-06-19T16:48:14.552546553Z,206
2025-06-19T16:48:16.795556753Z,191
2025-06-19T16:48:17.930357837Z,206
2025-06-19T16:48:19.059266985Z,205
2025-06-19T16:48:20.190627105Z,206
2025-06-19T16:48:22.441548315Z,191
2025-06-19T16:48:23.57482907Z,205
2025-06-19T16:48:25.823531342Z,191
2025-06-19T16:48:26.956991483Z,205
2025-06-19T16:48:29.211278492Z,190
2025-06-19T16:48:30.340656505Z,205
2025-06-19T16:48:32.585835625Z,191
2025-06-19T16:48:33.717942903Z,208
2025-06-19T16:48:35.966410769Z,192
2025-06-19T16:48:37.131524422Z,207
2025-06-19T16:48:38.234387077Z,206
2025-06-19T16:48:40.486432824Z,191
2025-06-19T16:48:41.623239586Z,205
2025-06-19T16:48:42.757998577Z,204
2025-06-19T16:48:43.890631877Z,203
2025-06-19T16:48:46.139931819Z,188
2025-06-19T16:48:47.26912711Z,202
2025-06-19T16:48:48.399901945Z,201
2025-06-19T16:48:50.651909334Z,189
2025-06-19T16:48:51.783883349Z,202
2025-06-19T16:48:52.91532947Z,201
2025-06-19T16:48:54.047423797Z,200
2025-06-19T16:48:56.295456333Z,186
2025-06-19T16:48:57.435325902Z,200
2025-06-19T16:48:59.686395896Z,189
2025-06-19T16:49:00.813533422Z,198
2025-06-19T16:49:01.949198001Z,199
2025-06-19T16:49:03.079860898Z,198
2025-06-19T16:49:05.33439487Z,184
2025-06-19T16:49:06.463569331Z,198
2025-06-19T16:49:07.607572915Z,197
2025-06-19T16:49:08.731411061Z,198
2025-06-19T16:49:09.86317572Z,197
2025-06-19T16:49:10.999820105Z,198
2025-06-19T16:49:12.137854405Z,197
2025-06-19T16:49:14.38922956Z,183
2025-06-19T16:49:15.524126455Z,197
2025-06-19T16:49:17.772946607Z,183
2025-06-19T16:49:18.904599126Z,197
2025-06-19T16:49:20.039732985Z,196
2025-06-19T16:49:22.289779757Z,182
2025-06-19T16:49:23.420367052Z,197
2025-06-19T16:49:24.55481048Z,196
2025-06-19T16:49:26.802432231Z,182
2025-06-19T16:49:27.934920994Z,196
2025-06-19T16:49:30.182759786Z,187
2025-06-19T16:49:31.319796538Z,196
2025-06-19T16:49:33.564569617Z,181
2025-06-19T16:49:34.697662274Z,195
2025-06-19T16:49:36.945361174Z,185
2025-06-19T16:49:38.077989448Z,195
2025-06-19T16:49:40.329832041Z,181
2025-06-19T16:49:41.465449643Z,195
2025-06-19T16:49:42.605617403Z,194
2025-06-19T16:49:43.734711221Z,195
2025-06-19T16:49:45.986740505Z,180
2025-06-19T16:49:47.118666641Z,194
2025-06-19T16:49:49.371010334Z,180
2025-06-19T16:49:50.506105865Z,195
2025-06-19T16:49:51.634587618Z,194
2025-06-19T16:49:53.888251372Z,180
2025-06-19T16:49:55.016764311Z,194
2025-06-19T16:49:56.150802554Z,193
2025-06-19T16:49:58.399990798Z,179
2025-06-19T16:49:59.535826924Z,193
2025-06-19T16:50:01.779671592Z,179
2025-06-19T16:50:02.917815304Z,193
2025-06-19T16:50:05.165017771Z,179
2025-06-19T16:50:06.297690503Z,193
2025-06-19T16:50:08.54572146Z,178
2025-06-19T16:50:09.677286302Z,193
2025-06-19T16:50:11.980300099Z,178
2025-06-19T16:50:13.069613803Z,193
2025-06-19T16:50:15.31653067Z,179
2025-06-19T16:50:16.452110516Z,193
2025-06-19T16:50:18.697165056Z,178
2025-06-19T16:50:19.831918911Z,193
2025-06-19T16:50:22.080516488Z,178
2025-06-19T16:50:23.215405192Z,192
2025-06-19T16:50:25.469168642Z,193
2025-06-19T16:50:27.709548425Z,178
2025-06-19T16:50:28.862793832Z,192
2025-06-19T16:50:29.973945605Z,193
2025-06-19T16:50:31.107046782Z,192
2025-06-19T16:50:33.357222855Z,179
2025-06-19T16:50:34.487713606Z,192
2025-06-19T16:50:36.735759541Z,178
2025-06-19T16:50:37.870820887Z,192
2025-06-19T16:50:40.121936665Z,181
2025-06-19T16:50:41.252919356Z,192
2025-06-19T16:50:44.62881867Z,178
2025-06-19T16:50:45.761017376Z,192
2025-06-19T16:50:48.015261261Z,182
2025-06-19T16:50:49.143623384Z,193
2025-06-19T16:50:50.288343566Z,192
2025-06-19T16:50:52.536018292Z,189
2025-06-19T16:50:53.658225235Z,192
2025-06-19T16:50:54.792575254Z,191
2025-06-19T16:50:55.923424425Z,192
2025-06-19T16:50:58.34873078Z,177
2025-06-19T16:50:59.307127981Z,193
2025-06-19T16:51:00.437835776Z,192
2025-06-19T16:51:01.569972438Z,191
2025-06-19T16:51:02.706556804Z,192
2025-06-19T16:51:04.956939928Z,177
2025-06-19T16:51:06.383092009Z,191
2025-06-19T16:51:07.217853958Z,193
2025-06-19T16:51:08.353754247Z,191
2025-06-19T16:51:09.488008742Z,192
2025-06-19T16:51:11.732305357Z,177
2025-06-19T16:51:12.868682774Z,191
2025-06-19T16:51:15.130508237Z,192
2025-06-19T16:51:16.257326323Z,193
2025-06-19T16:51:17.397173347Z,191
2025-06-19T16:51:19.637536439Z,177
2025-06-19T16:51:20.773823832Z,191
2025-06-19T16:51:21.906298102Z,192
2025-06-19T16:51:23.034615403Z,191
2025-06-19T16:51:25.285093892Z,185
2025-06-19T16:51:26.42907961Z,191
2025-06-19T16:51:28.666382121Z,177
2025-06-19T16:51:29.814963249Z,191
2025-06-19T16:51:30.934459528Z,194
2025-06-19T16:51:32.069355032Z,191
2025-06-19T16:51:34.321476185Z,176
2025-06-19T16:51:35.454296226Z,191
2025-06-19T16:51:37.703355454Z,177
2025-06-19T16:51:38.836381336Z,191
2025-06-19T16:51:41.084621862Z,177
2025-06-19T16:51:42.219172676Z,191
2025-06-19T16:51:45.59474386Z,176
2025-06-19T16:51:46.727115991Z,191
2025-06-19T16:51:48.976145014Z,176
2025-06-19T16:51:50.108989056Z,191
2025-06-19T16:51:52.359763118Z,176
2025-06-19T16:51:53.493227732Z,191
2025-06-19T16:51:55.741171527Z,177
2025-06-19T16:51:56.87331222Z,191
2025-06-19T16:51:59.120741447Z,176
2025-06-19T16:52:00.253686099Z,190
2025-06-19T16:52:01.394739026Z,191
2025-06-19T16:52:02.52228375Z,190
2025-06-19T16:52:04.770642763Z,176
2025-06-19T16:52:05.901568998Z,190
2025-06-19T16:52:08.152761382Z,176
2025-06-19T16:52:09.280928374Z,190
2025-06-19T16:52:11.531389278Z,176
2025-06-19T16:52:12.664291176Z,190
2025-06-19T16:52:16.043738047Z,176
2025-06-19T16:52:17.171491817Z,190
2025-06-19T16:52:19.42887226Z,176
2025-06-19T16:52:20.551996455Z,191
2025-06-19T16:52:21.723198615Z,190
2025-06-19T16:52:22.817183172Z,227
2025-06-19T16:52:23.950040131Z,190
2025-06-19T16:52:26.20312765Z,175
2025-06-19T16:52:27.456780204Z,190
2025-06-19T16:52:28.468477958Z,227
2025-06-19T16:52:29.608710695Z,190
2025-06-19T16:52:31.843191791Z,176
2025-06-19T16:52:33.013201109Z,190
2025-06-19T16:52:34.119543495Z,195
2025-06-19T16:52:35.2480213Z,190
2025-06-19T16:52:37.498103051Z,176
2025-06-19T16:52:38.62880591Z,190
2025-06-19T16:52:39.759879613Z,189
2025-06-19T16:52:42.009310866Z,175
2025-06-19T16:52:43.145407455Z,188
2025-06-19T16:52:44.28287794Z,189
2025-06-19T16:52:46.536937003Z,175
2025-06-19T16:52:47.671052388Z,188
2025-06-19T16:52:49.921332872Z,175
2025-06-19T16:52:51.053165272Z,189
2025-06-19T16:52:52.18527717Z,188
2025-06-19T16:52:54.44770439Z,174
2025-06-19T16:52:55.570234613Z,192
2025-06-19T16:52:56.703745278Z,188
2025-06-19T16:52:57.83554035Z,189
2025-06-19T16:52:58.983302731Z,188
2025-06-19T16:53:01.218102016Z,175
2025-06-19T16:53:02.350920714Z,188
2025-06-19T16:53:04.602743796Z,174
2025-06-19T16:53:05.733188626Z,189
2025-06-19T16:53:06.864164218Z,188
2025-06-19T16:53:09.114060911Z,175
2025-06-19T16:53:10.247104889Z,188
2025-06-19T16:53:12.518374733Z,179
2025-06-19T16:53:13.627433429Z,189
2025-06-19T16:53:14.768796246Z,188
2025-06-19T16:53:17.02196858Z,185
2025-06-19T16:53:18.172547928Z,189
2025-06-19T16:53:19.286552494Z,195
2025-06-19T16:53:20.417681892Z,188
2025-06-19T16:53:22.66552796Z,175
2025-06-19T16:53:23.815019885Z,188
2025-06-19T16:53:26.053521656Z,189
2025-06-19T16:53:28.293486432Z,175
2025-06-19T16:53:29.431271627Z,189
2025-06-19T16:53:31.683609662Z,175
2025-06-19T16:53:32.811793384Z,189
2025-06-19T16:53:35.062852039Z,175
2025-06-19T16:53:36.190687484Z,189
2025-06-19T16:53:38.445553634Z,175
2025-06-19T16:53:39.573614244Z,189
2025-06-19T16:53:41.823757427Z,175
2025-06-19T16:53:42.955093709Z,189
2025-06-19T16:53:46.330892529Z,190
2025-06-19T16:53:47.460633894Z,189
2025-06-19T16:53:49.709380227Z,175
2025-06-19T16:53:50.845032118Z,189
2025-06-19T16:53:53.094951031Z,175
2025-06-19T16:53:54.226054302Z,189
2025-06-19T16:53:56.591657711Z,175
2025-06-19T16:53:57.654656936Z,227
2025-06-19T16:53:58.789210092Z,189
2025-06-19T16:54:01.035373371Z,175
2025-06-19T16:54:02.168044876Z,189
2025-06-19T16:54:04.418185111Z,183
2025-06-19T16:54:05.549513352Z,189
2025-06-19T16:54:07.800135318Z,175
2025-06-19T16:54:08.931039067Z,189
2025-06-19T16:54:11.177742583Z,179
2025-06-19T16:54:12.315489304Z,189
2025-06-19T16:54:14.558935485Z,175
2025-06-19T16:54:15.696529463Z,189
2025-06-19T16:54:17.95228917Z,177
